scene_name,img_path,rule,query,object_name,grounded,touching,rays,pointing,bounding_box_min_x,bounding_box_min_y,bounding_box_min_z,bounding_box_max_x,bounding_box_max_y,bounding_box_max_z,world_pos_x,world_pos_y,world_pos_z
0_8,output/0/0_8.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_valid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Block_red_flat,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': '1_Pyramid_yellow_upright', 'bottom': None}",[],,-2.6902196407318115,-0.565566897392273,7.920125000282496e-08,-0.6902193427085876,3.4344329833984375,2.000000238418579,-1.6902196407318115,1.6056571006774902,1.0000003576278687
0_8,output/0/0_8.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_valid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",1_Pyramid_yellow_upright,False,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': '0_Block_red_flat'}",[],,-2.6902196407318115,0.6056570410728455,2.010000228881836,-0.6902195811271667,2.6056571006774902,6.010000228881836,-1.6902196407318115,1.6056571006774902,4.010000228881836
0_9,output/0/0_9.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_valid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Pyramid_blue_upright,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-1.0,-1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0
0_0_n,output/0/0_0_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",2_Block_blue_upside_down,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-7.00348424911499,5.330947399139404,-8.742278367890322e-08,-5.003483772277832,7.330947399139404,3.999999761581421,-6.003483772277832,6.330947399139404,1.8287757635116577
0_0_n,output/0/0_0_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Pyramid_red_upright,True,"{'left': '1_Pyramid_yellow_upright', 'right': '3_Block_blue_upright', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-0.7022562623023987,-1.7896920442581177,0.0,1.2977439165115356,0.21030810475349426,4.0,0.2977438271045685,-0.7896919846534729,2.0
0_0_n,output/0/0_0_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",3_Block_blue_upright,True,"{'left': '0_Pyramid_red_upright', 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-0.7022563219070435,0.1448821723461151,2.384185791015625e-07,1.297743797302246,2.1448822021484375,4.0,0.2977438271045685,1.144882321357727,2.1712241172790527
0_0_n,output/0/0_0_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",1_Pyramid_yellow_upright,True,"{'left': None, 'right': '0_Pyramid_red_upright', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-0.7022562026977539,-3.799692153930664,0.0,1.297743797302246,-1.799692153930664,4.0,0.2977438271045685,-2.799692153930664,2.0
0_1_n,output/0/0_1_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",2_Pyramid_blue_flat,True,"{'left': '3_Wedge_yellow_cheesecake', 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-4.18685245513916,-4.654142379760742,-1.7881393432617188e-07,-0.06616830825805664,-2.654141664505005,2.063812255859375,-1.9886916875839233,-3.654142141342163,0.5512751936912537
0_1_n,output/0/0_1_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Pyramid_red_flat,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-0.9144291877746582,-1.9405609369277954,-1.1920928955078125e-07,1.0855708122253418,2.1801233291625977,2.063812255859375,0.08557084202766418,-0.018037665635347366,0.5512751936912537
0_1_n,output/0/0_1_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",3_Wedge_yellow_cheesecake,True,"{'left': '1_Block_red_flat', 'right': '2_Pyramid_blue_flat', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-3.988691806793213,-6.664142608642578,2.086162709247219e-07,0.011308401823043823,-4.664142608642578,2.000000476837158,-1.9886916875839233,-5.664142608642578,1.0000003576278687
0_1_n,output/0/0_1_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",1_Block_red_flat,True,"{'left': None, 'right': '3_Wedge_yellow_cheesecake', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-4.159915447235107,-8.674142837524414,1.641007543184969e-07,-0.15991589426994324,-6.674142837524414,2.000000238418579,-1.9886916875839233,-7.674142837524414,1.0000003576278687
0_2_n,output/0/0_2_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Wedge_red_upright,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,2.463592529296875,3.9934701919555664,0.0,4.463592529296875,5.993470191955566,4.0,3.463592529296875,4.993470191955566,2.0
0_2_n,output/0/0_2_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",1_Block_blue_flat,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],0_Wedge_red_upright,-2.9145874977111816,1.3009010553359985,2.576545625743165e-07,1.5560495853424072,4.807950496673584,2.000000476837158,-0.5241906642913818,3.127009630203247,1.0000004768371582
0_3_n,output/0/0_3_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Wedge_red_flat,True,"{'left': None, 'right': '1_Wedge_yellow_flat', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-9.802175521850586,-3.1438865661621094,0.0,-5.679070949554443,-1.1438865661621094,1.9405914545059204,-7.619662284851074,-2.1438865661621094,0.4864521622657776
0_3_n,output/0/0_3_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",1_Wedge_yellow_flat,True,"{'left': '0_Wedge_red_flat', 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-8.619662284851074,-1.133886694908142,7.072274854635907e-08,-6.619662284851074,2.989218235015869,1.94059157371521,-7.619662284851074,1.0486266613006592,0.4864521622657776
0_4_n,output/0/0_4_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",3_Wedge_blue_upright,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-1.0,-1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0
0_4_n,output/0/0_4_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Block_yellow_upright,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,3.615800619125366,-5.878798961639404,2.384185791015625e-07,5.615800857543945,-3.8787992000579834,4.0,4.615800857543945,-4.878798961639404,2.1712241172790527
0_4_n,output/0/0_4_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",2_Wedge_yellow_cheesecake,True,"{'left': None, 'right': '1_Wedge_blue_upright', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],3_Wedge_blue_upright,2.1204710006713867,3.634915828704834,-3.6060896491107997e-09,4.999795913696289,7.593879222869873,2.0000007152557373,3.128249406814575,5.362452983856201,1.0000003576278687
0_4_n,output/0/0_4_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",1_Wedge_blue_upright,True,"{'left': '2_Wedge_yellow_cheesecake', 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,2.128249406814575,7.603878974914551,0.0,4.128249645233154,9.60387897491455,4.0,3.128249406814575,8.60387897491455,2.0
0_5_n,output/0/0_5_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",1_Block_blue_upside_down,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-1.0000001192092896,-0.9999999403953552,-8.742278367890322e-08,1.0000003576278687,1.000000238418579,3.999999761581421,0.0,0.0,1.8287757635116577
0_5_n,output/0/0_5_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Wedge_blue_cheesecake,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-8.766596794128418,-2.9956369400024414,2.086162709247219e-07,-4.76659631729126,-0.9956369996070862,2.000000476837158,-6.76659631729126,-1.9956371784210205,1.0000003576278687
0_6_n,output/0/0_6_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Wedge_yellow_cheesecake,True,"{'left': '1_Wedge_yellow_upright', 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-3.958860397338867,-1.5513840913772583,2.086162709247219e-07,0.04113975167274475,0.4486159682273865,2.000000476837158,-1.9588603973388672,-0.5513842105865479,1.0000003576278687
0_6_n,output/0/0_6_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",1_Wedge_yellow_upright,True,"{'left': None, 'right': '0_Wedge_yellow_cheesecake', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-2.958860397338867,-3.235579013824463,0.0,-0.9588603377342224,-1.235579013824463,4.0,-1.9588603973388672,-2.235579013824463,2.0
0_7_n,output/0/0_7_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",1_Block_red_flat,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-1.0000001192092896,-2.1712241172790527,7.920125000282496e-08,1.000000238418579,1.8287758827209473,2.000000238418579,0.0,0.0,1.0000003576278687
0_7_n,output/0/0_7_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Block_red_flat,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-0.6282142400741577,-4.983407020568848,2.8331004386927816e-07,3.371785879135132,-2.9834063053131104,2.000000476837158,1.200561761856079,-3.9834067821502686,1.0000004768371582
0_8_n,output/0/0_8_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",3_Pyramid_yellow_upright,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': '2_Pyramid_yellow_upright', 'bottom': None}",[],,-1.0,-1.0,0.0,1.0,1.0,4.0,0.0,0.0,2.0
0_8_n,output/0/0_8_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",1_Wedge_red_flat,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,5.932957649230957,0.3807201683521271,7.072274854635907e-08,7.932957649230957,4.5038251876831055,1.94059157371521,6.932957649230957,2.3213117122650146,0.4864521622657776
0_8_n,output/0/0_8_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Block_blue_upside_down,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-3.8641517162323,-4.206414699554443,-8.742279788975793e-08,-1.8641514778137207,-2.206414222717285,4.0,-2.8641517162323,-3.206414222717285,1.8287760019302368
0_8_n,output/0/0_8_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",2_Pyramid_yellow_upright,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': '3_Pyramid_yellow_upright'}",[],,-1.0,-1.0,0.7999999523162842,1.0,1.0,4.800000190734863,0.0,0.0,2.799999952316284
0_9_n,output/0/0_9_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",3_Block_blue_upside_down,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': '0_Block_red_upside_down', 'bottom': None}",[],,-1.0,-1.0000003576278687,-8.742279788975793e-08,1.000000238418579,1.0,4.0,0.0,0.0,1.8287760019302368
0_9_n,output/0/0_9_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",2_Block_red_upright,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-1.0514992475509644,2.076788902282715,2.384185791015625e-07,0.9485008120536804,4.076788902282715,4.0,-0.051499124616384506,3.076789140701294,2.1712241172790527
0_9_n,output/0/0_9_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",1_Wedge_red_flat,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-2.009931802749634,-9.083467483520508,7.072274854635907e-08,-0.009931513108313084,-4.960362434387207,1.94059157371521,-1.0099316835403442,-7.142875671386719,0.4864521622657776
0_9_n,output/0/0_9_n.png,A structure must contain an odd number of pyramid pieces or an odd number of total pieces.,"generate_invalid_structure([or([odd_number_of(pyramid, Structure), odd_number_of(Structure)])], Structure)",0_Block_red_upside_down,False,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': '3_Block_blue_upside_down'}",[],,-1.000000238418579,-1.0,4.010000228881836,1.0,1.0000003576278687,8.010000228881836,0.0,0.0,5.838776111602783
2_0,output/2/2_0.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",0_Wedge_yellow_flat,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-1.000000238418579,-1.94059157371521,7.072274854635907e-08,1.0000001192092896,2.182513475418091,1.94059157371521,0.0,0.0,0.4864521622657776
2_1,output/2/2_1.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",0_Pyramid_yellow_flat,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-2.1981608867645264,-1.0000001192092896,-1.7881393432617188e-07,1.9225233793258667,1.0000004768371582,2.063812255859375,0.0,0.0,0.5512751936912537
2_2,output/2/2_2.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",1_Block_red_upside_down,True,"{'left': '0_Wedge_yellow_flat', 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-1.0000001192092896,-0.9999999403953552,-8.742278367890322e-08,1.0000003576278687,1.000000238418579,3.999999761581421,0.0,0.0,1.8287757635116577
2_2,output/2/2_2.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",0_Wedge_yellow_flat,True,"{'left': None, 'right': '1_Block_red_upside_down', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-1.000000238418579,-5.1331048011779785,7.072274854635907e-08,1.0000001192092896,-1.0100001096725464,1.94059157371521,0.0,-3.1925134658813477,0.4864521622657776
2_3,output/2/2_3.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",2_Pyramid_red_flat,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-2.1981608867645264,-1.0000001192092896,-1.7881393432617188e-07,1.9225233793258667,1.0000004768371582,2.063812255859375,0.0,0.0,0.5512751936912537
2_3,output/2/2_3.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",0_Pyramid_yellow_upright,True,"{'left': '1_Wedge_yellow_upright', 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-4.182051181793213,-3.663414478302002,0.0,-2.182050943374634,-1.663414478302002,4.0,-3.182050943374634,-2.663414478302002,2.0
2_3,output/2/2_3.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",1_Wedge_yellow_upright,True,"{'left': None, 'right': '0_Pyramid_yellow_upright', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-4.182051181793213,-5.673414707183838,0.0,-2.182050943374634,-3.673414707183838,4.0,-3.182050943374634,-4.673414707183838,2.0
2_4,output/2/2_4.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",1_Block_yellow_flat,True,"{'left': None, 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-0.7957789897918701,1.2772326469421387,2.8331004386927816e-07,3.20422101020813,3.277233362197876,2.000000476837158,1.0329970121383667,2.2772328853607178,1.0000004768371582
2_4,output/2/2_4.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",0_Pyramid_yellow_upright,True,"{'left': '3_Block_blue_upside_down', 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,2.643425226211548,-5.168041229248047,0.0,4.643425464630127,-3.168041229248047,4.0,3.643425226211548,-4.168041229248047,2.0
2_4,output/2/2_4.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",3_Block_blue_upside_down,True,"{'left': '2_Pyramid_yellow_flat', 'right': '0_Pyramid_yellow_upright', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,2.643425226211548,-7.178041458129883,-8.742278367890322e-08,4.643425464630127,-5.178041458129883,3.999999761581421,3.643425226211548,-6.178041458129883,1.8287757635116577
2_4,output/2/2_4.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",2_Pyramid_yellow_flat,True,"{'left': None, 'right': '3_Block_blue_upside_down', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,1.7209018468856812,-8.938041687011719,-1.7881393432617188e-07,5.841586112976074,-6.9380412101745605,2.063812255859375,3.643425226211548,-7.938041687011719,0.5512751936912537
2_5,output/2/2_5.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",0_Block_yellow_upside_down,True,"{'left': '1_Wedge_red_upright', 'right': None, 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-6.285834789276123,-2.9106740951538086,-8.742279788975793e-08,-4.285834312438965,-0.9106737375259399,4.0,-5.285834789276123,-1.91067373752594,1.8287760019302368
2_5,output/2/2_5.png,A structure must contain more yellow pieces than blue pieces.,"generate_valid_structure([more_than(yellow, blue, Structure)], Structure)",1_Wedge_red_upright,True,"{'left': None, 'right': '0_Block_yellow_upside_down', 'front': None, 'back': None, 'top': None, 'bottom': None}",[],,-6.285834789276123,-4.9206743240356445,0.0,-4.285834789276123,-2.9206740856170654,4.0,-5.285834789276123,-3.9206740856170654,2.0
